"COD1","COD2","NRODESP","CPBTE","ENTRADA","SALIDAS","STOCK","FECENT","FECUSAL"
"A","100","16001IC04087468E","80916","105","105","0.0000","2016-09-12","2019-11-05"
"A","100","17001IC04180892A","80917","99","99","0.0000","2017-09-15","2023-07-20"
"A","100","18001IC04080837W","90418","105","43","62","2018-04-13","2025-02-06"
"A","100","19001IC04015932R","240119","99","6","93","2019-01-28","2021-10-18"
"A","100","19001IC04158500Z","60919","50","15","35","2019-09-11","2025-02-26"
"A","100","20001IC04111282E","200720","59","2","57","2020-07-23","2021-02-22"
"A","100","21001IC04054806N","190321","50","31","19","2021-03-23","2023-10-12"
"A","100","21001IC04161492N","240821","50","20","30","2021-08-30","2023-10-03"
"A","100","21001IC04245806P","131221","50","4","46","2021-12-17","2022-03-03"
"A","100","21001IC05014592M","280621","50","39","11","2021-06-30","2024-12-26"
"A","100","22001IC04105136H","160522","50","14","36","2022-05-20","2023-05-03"
"A","100","22001IC05023281X","260922","50","17","33","2022-09-26","2025-04-24"
"A","100","23001IC04049866C","280323","50","5","45","2023-03-30","2024-11-22"
"A","100","23001IC04174792W","181023","60","0.0000","60","2023-10-27","2023-10-27"
"A","102","23001IC04174792W","181023","60","35","25","2023-10-27","2025-04-03"
"A","105","23001IC04174792W","181023","60","23","37","2023-10-27","2025-04-29"
"A","108","23001IC04174792W","181023","60","3","57","2023-10-27","2024-10-16"
"A","110","23001IC04174792W","181023","60","41","19","2023-10-27","2025-04-29"
"A","112","23001IC04174792W","181023","60","31","29","2023-10-27","2025-02-28"
"A","115","23001IC04174792W","181023","60","6","54","2023-10-27","2024-06-25"
"A","120","23001IC04174792W","181023","60","4","56","2023-10-27","2023-11-10"
"A","17","14001IC04241965T","20115","2005","432","1573","2015-01-05","2024-05-21"
"A","17","20001IC04173188R","221020","100","42","58","2020-10-28","2024-10-18"
"A","17","20001IC04192939W","181120","306","0.0000","306","2020-11-24","2020-11-24"
"A","17","21001IC04054806N","190321","250","9","241","2021-03-23","2023-02-27"
"A","17","21001IC04161492N","240821","251","14","237","2021-08-30","2023-10-04"
"A","17","21001IC04245806P","131221","333","0.0000","333","2021-12-17","2021-12-17"
"A","17","21001IC05014592M","280621","250","16","234","2021-06-30","2025-02-14"
"A","17","22001IC04105136H","160522","50","49","1","2022-05-20","2025-01-08"
"A","17","22001IC05023281X","260922","296","5","291","2022-09-26","2025-02-21"
"A","17","23001IC04049866C","280323","500","0.0000","500","2023-03-30","2023-03-30"
"A","17","23001IC04174792W","181023","512","0.0000","512","2023-10-27","2023-10-27"
"A","18","14001IC04241965T","20115","250","250","0.0000","2015-01-05","2020-01-14"
"A","18","15091IC04055318B","91015","296","228","68","2015-10-14","2025-04-07"
"A","18","18001IC04080837W","90418","25","25","0.0000","2018-04-13","2023-09-13"
"A","18","23001IC04174792W","181023","222","0.0000","222","2023-10-27","2023-10-27"
"A","19","14001IC04241965T","20115","995","980","15","2015-01-05","2025-04-29"
"A","19","15091IC04055318B","91015","300","25","275","2015-10-14","2022-06-08"
"A","19","23001IC04174792W","181023","192","0.0000","192","2023-10-27","2023-10-27"
"A","20","11001IC04199085V","61011","38","38","0.0000","2011-10-11","2011-10-17"
"A","20","13001IC04101121","220513","507","508","-1","2013-05-23","2015-06-01"
"A","20","14001IC04026899D","100214","495","495","0.0000","2014-02-10","2018-11-02"
"A","20","14001IC04241965T","20115","600","600","0.0000","2015-01-05","2024-10-21"
"A","20","15091IC04055318B","91015","410","409","1","2015-10-14","2025-02-07"
"A","20","23001IC04174792W","181023","242","32","210","2023-10-27","2025-04-14"
"A","21","11001IC04199085V","61011","51","51","0.0000","2011-10-11","2011-10-17"
"A","21","13001IC04101121","220513","403","404","-1","2013-05-23","2015-07-22"
"A","21","14001IC04026899D","100214","403","403","0.0000","2014-02-10","2020-01-03"
"A","21","14001IC04241965T","20115","508","509","-1","2015-01-05","2023-01-17"
"A","21","15091IC04055318B","91015","405","406","-1","2015-10-14","2024-10-28"
"A","21","23001IC04174792W","181023","221","198","23","2023-10-27","2025-04-21"
"A","22","11001IC04199085V","61011","52","52","0.0000","2011-10-11","2011-10-17"
"A","22","13001IC04101121","220513","402","402","0.0000","2013-05-23","2014-09-12"
"A","22","14001IC04026899D","100214","410","411","-1","2014-02-10","2015-09-28"
"A","22","14001IC04241965T","20115","504","505","-1","2015-01-05","2017-08-14"
"A","22","15091IC04055318B","91015","402","402","0.0000","2015-10-14","2019-09-17"
"A","22","16001IC04087468E","80916","199","200","-1","2016-09-12","2020-12-10"
"A","22","23001IC04174792W","181023","200","209","-9","2023-10-27","2025-02-04"
"A","23","11001IC04199085V","61011","50","50","0.0000","2011-10-11","2011-10-17"
"A","23","13001IC04101121","220513","405","405","0.0000","2013-05-23","2014-12-11"
"A","23","14001IC04026899D","100214","407","408","-1","2014-02-10","2017-03-09"
"A","23","14001IC04241965T","20115","502","502","0.0000","2015-01-05","2019-09-17"
"A","23","15091IC04055318B","91015","404","404","0.0000","2015-10-14","2022-02-02"
"A","23","16001IC04087468E","80916","200","200","0.0000","2016-09-12","2022-11-03"
"A","23","19001IC04015932R","240119","116","116","0.0000","2019-01-28","2023-03-15"
"A","23","20001IC04111282E","200720","152","151","1","2020-07-23","2023-11-24"
"A","23","20001IC04192939W","181120","152","152","0.0000","2020-11-24","2025-04-03"
"A","23","21001IC04054806N","190321","50","50","0.0000","2021-03-23","2024-02-15"
"A","23","21001IC04161492N","240821","50","50","0.0000","2021-08-30","2025-01-29"
"A","23","21001IC04245806P","131221","50","50","0.0000","2021-12-17","2023-11-30"
"A","23","21001IC05014592M","280621","52","52","0.0000","2021-06-30","2024-01-30"
"A","23","22001IC04105136H","160522","386","47","339","2022-05-20","2025-03-14"
"A","23","22001IC05023281X","260922","50","50","0.0000","2022-09-26","2023-11-17"
"A","23","23001IC04049866C","280323","150","128","22","2023-03-30","2025-04-21"
"A","23","23001IC04174792W","181023","296","0.0000","296","2023-10-27","2023-10-27"
"A","24","11001IC04199085V","61011","359","359","0.0000","2011-10-11","2012-11-01"
"A","24","13001IC04101121","220513","405","414","-9","2013-05-23","2014-01-22"
"A","24","14001IC04026899D","100214","411","411","0.0000","2014-02-10","2015-04-01"
"A","24","14001IC04241965T","20115","300","308","-8","2015-01-05","2016-01-27"
"A","24","15091IC04055318B","91015","509","509","0.0000","2015-10-14","2017-03-28"
"A","24","16001IC04087468E","80916","292","292","0.0000","2016-09-12","2017-11-09"
"A","24","17001IC04180892A","80917","509","509","0.0000","2017-09-15","2019-02-21"
"A","24","18001IC04080837W","90418","150","150","0.0000","2018-04-13","2019-11-06"
"A","24","19001IC04015932R","240119","300","300","0.0000","2019-01-28","2023-05-02"
"A","24","20001IC04111282E","200720","232","232","0.0000","2020-07-23","2021-05-31"
"A","24","20001IC04173188R","221020","200","205","-5","2020-10-28","2021-10-07"
"A","24","20001IC04192939W","181120","203","203","0.0000","2020-11-24","2023-05-11"
"A","24","21001IC04054806N","190321","150","150","0.0000","2021-03-23","2022-08-31"
"A","24","21001IC04161492N","240821","155","155","0.0000","2021-08-30","2022-11-07"
"A","24","21001IC04245806P","131221","50","50","0.0000","2021-12-17","2024-01-30"
"A","24","21001IC05014592M","280621","150","150","0.0000","2021-06-30","2023-11-22"
"A","24","22001IC04105136H","160522","50","50","0.0000","2022-05-20","2023-03-14"
"A","24","22001IC05023281X","260922","50","55","-5","2022-09-26","2023-03-22"
"A","24","23001IC04049866C","280323","200","200","0.0000","2023-03-30","2023-08-23"
"A","24","23001IC04174792W","181023","296","297","-1","2023-10-27","2024-08-19"
"A","25","11001IC04199085V","61011","52","52","0.0000","2011-10-11","2011-10-17"
"A","25","13001IC04101121","220513","500","501","-1","2013-05-23","2015-01-13"
"A","25","14001IC04026899D","100214","599","599","0.0000","2014-02-10","2016-09-05"
"A","25","14001IC04241965T","20115","814","814","0.0000","2015-01-05","2019-02-25"
"A","25","15091IC04055318B","91015","1005","1005","0.0000","2015-10-14","2024-07-25"
"A","25","16001IC04087468E","80916","508","122","386","2016-09-12","2025-04-24"
"A","25","17001IC04180892A","80917","504","226","278","2017-09-15","2021-03-11"
"A","25","18001IC04080837W","90418","300","102","198","2018-04-13","2021-08-20"
"A","25","19001IC04015932R","240119","285","80","205","2019-01-28","2021-08-11"
"A","25","19001IC04158500Z","60919","406","111","295","2019-09-11","2021-12-13"
"A","25","20001IC04111282E","200720","229","40","189","2020-07-23","2022-05-02"
"A","25","20001IC04192939W","181120","233","77","156","2020-11-24","2022-12-30"
"A","25","21001IC04054806N","190321","175","59","116","2021-03-23","2023-09-14"
"A","25","21001IC04161492N","240821","163","164","-1","2021-08-30","2025-03-17"
"A","25","21001IC04245806P","131221","148","31","117","2021-12-17","2025-04-03"
"A","25","21001IC05014592M","280621","175","5","170","2021-06-30","2024-11-20"
"A","25","22001IC04105136H","160522","50","50","0.0000","2022-05-20","2023-07-04"
"A","25","22001IC05023281X","260922","129","20","109","2022-09-26","2025-04-14"
"A","25","23001IC04049866C","280323","300","40","260","2023-03-30","2025-02-07"
"A","25","23001IC04174792W","181023","296","19","277","2023-10-27","2025-02-05"
"A","26","11001IC04199085V","61011","303","305","-2","2011-10-11","2012-10-29"
"A","26","13001IC04101121","220513","504","504","0.0000","2013-05-23","2015-01-02"
"A","26","14001IC04026899D","100214","606","606","0.0000","2014-02-10","2016-05-23"
"A","26","14001IC04241965T","20115","810","811","-1","2015-01-05","2018-10-29"
"A","26","15091IC04055318B","91015","1007","1007","0.0000","2015-10-14","2023-05-11"
"A","26","16001IC04087468E","80916","510","271","239","2016-09-12","2025-04-23"
"A","26","17001IC04180892A","80917","487","174","313","2017-09-15","2021-03-16"
"A","26","18001IC04080837W","90418","235","86","149","2018-04-13","2021-06-11"
"A","26","19001IC04015932R","240119","378","107","271","2019-01-28","2021-08-20"
"A","26","19001IC04158500Z","60919","407","146","261","2019-09-11","2021-12-13"
"A","26","20001IC04111282E","200720","228","95","133","2020-07-23","2022-05-02"
"A","26","20001IC04192939W","181120","240","51","189","2020-11-24","2022-08-01"
"A","26","21001IC04054806N","190321","175","64","111","2021-03-23","2023-03-20"
"A","26","21001IC04161492N","240821","170","170","0.0000","2021-08-30","2025-01-31"
"A","26","21001IC04245806P","131221","148","148","0.0000","2021-12-17","2024-12-18"
"A","26","21001IC05014592M","280621","175","175","0.0000","2021-06-30","2025-04-24"
"A","26","22001IC04105136H","160522","148","3","145","2022-05-20","2022-12-12"
"A","26","22001IC05023281X","260922","148","5","143","2022-09-26","2024-11-20"
"A","26","23001IC04049866C","280323","400","0.0000","400","2023-03-30","2023-03-30"
"A","26","23001IC04174792W","181023","369","11","358","2023-10-27","2025-02-26"
"A","27","11001IC04199085V","61011","305","305","0.0000","2011-10-11","2012-11-01"
"A","27","11001IC04236558S","231111","203","209","-6","2011-11-29","2013-02-22"
"A","27","13001IC04101121","220513","599","599","0.0000","2013-05-23","2014-10-27"
"A","27","14001IC04026899D","100214","596","596","0.0000","2014-02-10","2016-01-19"
"A","27","14001IC04241965T","20115","803","804","-1","2015-01-05","2018-02-26"
"A","27","15091IC04055318B","91015","1210","1210","0.0000","2015-10-14","2023-12-06"
"A","27","16001IC04087468E","80916","802","235","567","2016-09-12","2025-02-05"
"A","27","17001IC04058927D","290317","493","130","363","2017-04-04","2020-11-11"
"A","27","17001IC04180892A","80917","720","171","549","2017-09-15","2021-03-11"
"A","27","18001IC04080837W","90418","300","149","151","2018-04-13","2024-09-18"
"A","27","19001IC04015932R","240119","296","48","248","2019-01-28","2021-08-20"
"A","27","19001IC04158500Z","60919","407","185","222","2019-09-11","2021-12-03"
"A","27","20001IC04111282E","200720","234","88","146","2020-07-23","2024-10-09"
"A","27","20001IC04192939W","181120","227","46","181","2020-11-24","2022-09-08"
"A","27","21001IC04054806N","190321","200","65","135","2021-03-23","2023-02-22"
"A","27","21001IC04161492N","240821","198","197","1","2021-08-30","2024-03-14"
"A","27","21001IC04245806P","131221","148","2","146","2021-12-17","2024-08-08"
"A","27","21001IC05014592M","280621","200","199","1","2021-06-30","2025-03-19"
"A","27","22001IC04105136H","160522","148","135","13","2022-05-20","2025-04-23"
"A","27","22001IC05023281X","260922","148","0.0000","148","2022-09-26","2022-09-26"
"A","27","23001IC04049866C","280323","500","0.0000","500","2023-03-30","2023-03-30"
"A","27","23001IC04174792W","181023","476","41","435","2023-10-27","2025-02-26"
"A","28","11001IC04199085V","61011","354","356","-2","2011-10-11","2012-11-09"
"A","28","11001IC04236558S","231111","201","205","-4","2011-11-29","2012-11-30"
"A","28","13001IC04101121","220513","593","594","-1","2013-05-23","2014-06-02"
"A","28","14001IC04026899D","100214","601","601","0.0000","2014-02-10","2015-04-20"
"A","28","14001IC04241965T","20115","809","809","0.0000","2015-01-05","2016-09-30"
"A","28","15091IC04055318B","91015","1210","1210","0.0000","2015-10-14","2018-08-06"
"A","28","16001IC04087468E","80916","809","809","0.0000","2016-09-12","2020-06-03"
"A","28","17001IC04058927D","290317","502","502","0.0000","2017-04-04","2023-01-25"
"A","28","17001IC04180892A","80917","720","720","0.0000","2017-09-15","2024-04-17"
"A","28","18001IC04080837W","90418","300","301","-1","2018-04-13","2022-10-12"
"A","28","19001IC04015932R","240119","279","279","0.0000","2019-01-28","2024-04-23"
"A","28","19001IC04158500Z","60919","406","407","-1","2019-09-11","2024-10-23"
"A","28","20001IC04111282E","200720","319","243","76","2020-07-23","2025-04-14"
"A","28","20001IC04192939W","181120","308","122","186","2020-11-24","2022-09-08"
"A","28","21001IC04054806N","190321","250","146","104","2021-03-23","2023-10-19"
"A","28","21001IC04161492N","240821","250","250","0.0000","2021-08-30","2023-08-30"
"A","28","21001IC04245806P","131221","222","20","202","2021-12-17","2024-07-10"
"A","28","21001IC05014592M","280621","250","255","-5","2021-06-30","2025-02-04"
"A","28","22001IC04105136H","160522","148","30","118","2022-05-20","2025-01-27"
"A","28","22001IC05023281X","260922","200","99","101","2022-09-26","2025-04-29"
"A","28","23001IC04049866C","280323","600","5","595","2023-03-30","2024-11-20"
"A","28","23001IC04174792W","181023","518","50","468","2023-10-27","2025-02-07"
"A","29","11001IC04199085V","61011","303","325","-22","2011-10-11","2012-02-29"
"A","29","11001IC04236558S","231111","194","194","0.0000","2011-11-29","2012-05-31"
"A","29","13001IC04101121","220513","497","500","-3","2013-05-23","2014-01-10"
"A","29","14001IC04026899D","100214","598","600","-2","2014-02-10","2014-08-15"
"A","29","14001IC04241965T","20115","806","807","-1","2015-01-05","2015-12-30"
"A","29","15091IC04055318B","91015","1199","1199","0.0000","2015-10-14","2017-07-31"
"A","29","16001IC04087468E","80916","800","801","-1","2016-09-12","2018-04-06"
"A","29","17001IC04058927D","290317","494","494","0.0000","2017-04-04","2019-01-31"
"A","29","17001IC04180892A","80917","694","694","0.0000","2017-09-15","2020-02-28"
"A","29","18001IC04080837W","90418","294","294","0.0000","2018-04-13","2020-08-05"
"A","29","19001IC04015932R","240119","296","296","0.0000","2019-01-28","2020-11-09"
"A","29","19001IC04158500Z","60919","407","407","0.0000","2019-09-11","2021-05-05"
"A","29","20001IC04111282E","200720","313","313","0.0000","2020-07-23","2021-09-24"
"A","29","20001IC04173188R","221020","1000","1000","0.0000","2020-10-28","2022-11-07"
"A","29","20001IC04192939W","181120","840","840","0.0000","2020-11-24","2023-11-15"
"A","29","21001IC04054806N","190321","1275","740","535","2021-03-23","2025-04-24"
"A","29","21001IC04161492N","240821","1302","231","1071","2021-08-30","2024-03-25"
"A","29","21001IC04245806P","131221","1033","226","807","2021-12-17","2025-03-26"
"A","29","21001IC05014592M","280621","1275","25","1250","2021-06-30","2025-04-29"
"A","29","22001IC04105136H","160522","220","220","0.0000","2022-05-20","2024-08-21"
"A","29","22001IC05023281X","260922","999","15","984","2022-09-26","2024-06-26"
"A","29","23001IC04049866C","280323","1000","52","948","2023-03-30","2024-03-07"
"A","29","23001IC04174792W","181023","954","0.0000","954","2023-10-27","2023-10-27"
"A","30","11001IC04199085V","61011","654","655","-1","2011-10-11","2012-03-08"
"A","30","11001IC04236558S","231111","301","301","0.0000","2011-11-29","2012-04-13"
"A","30","13001IC04101121","220513","600","600","0.0000","2013-05-23","2013-09-06"
"A","30","14001IC04026899D","100214","793","800","-7","2014-02-10","2014-04-07"
"A","30","14001IC04241965T","20115","1498","1520","-22","2015-01-05","2015-06-22"
"A","30","15091IC04055318B","91015","1615","1624","-9","2015-10-14","2016-03-09"
"A","30","16001IC04087468E","80916","1496","1496","0.0000","2016-09-12","2017-03-29"
"A","30","17001IC04058927D","290317","498","498","0.0000","2017-04-04","2017-05-30"
"A","30","17001IC04180892A","80917","2039","2039","0.0000","2017-09-15","2018-05-08"
"A","30","18001IC04080837W","90418","1098","1098","0.0000","2018-04-13","2018-10-29"
"A","30","19001IC04015932R","240119","1983","1983","0.0000","2019-01-28","2020-01-28"
"A","30","19001IC04158500Z","60919","2563","2563","0.0000","2019-09-11","2020-12-18"
"A","30","20001IC04111282E","200720","1212","1212","0.0000","2020-07-23","2021-05-05"
"A","30","20001IC04173188R","221020","1000","1000","0.0000","2020-10-28","2021-07-23"
"A","30","20001IC04192939W","181120","1208","1208","0.0000","2020-11-24","2022-03-16"
"A","30","21001IC04054806N","190321","1275","1279","-4","2021-03-23","2022-08-24"
"A","30","21001IC04161492N","240821","1275","1275","0.0000","2021-08-30","2022-07-15"
"A","30","21001IC04245806P","131221","1022","1022","0.0000","2021-12-17","2023-03-06"
"A","30","21001IC05014592M","280621","1275","1275","0.0000","2021-06-30","2022-11-10"
"A","30","22001IC04105136H","160522","1036","1036","0.0000","2022-05-20","2023-04-27"
"A","30","22001IC05023281X","260922","2066","2066","0.0000","2022-09-26","2024-03-19"
"A","30","23001IC04049866C","280323","2000","2000","0.0000","2023-03-30","2024-12-13"
"A","30","23001IC04174792W","181023","1498","946","552","2023-10-27","2025-04-29"
"A","31","11001IC04199085V","61011","661","661","0.0000","2011-10-11","2012-04-04"
"A","31","11001IC04236558S","231111","288","302","-14","2011-11-29","2012-05-11"
"A","31","13001IC04101121","220513","510","511","-1","2013-05-23","2013-09-06"
"A","31","14001IC04026899D","100214","799","800","-1","2014-02-10","2014-06-13"
"A","31","14001IC04241965T","20115","1499","1499","0.0000","2015-01-05","2015-10-26"
"A","31","15091IC04055318B","91015","1610","1610","0.0000","2015-10-14","2016-07-25"
"A","31","16001IC04087468E","80916","1500","1500","0.0000","2016-09-12","2017-05-11"
"A","31","17001IC04058927D","290317","507","509","-2","2017-04-04","2017-08-15"
"A","31","17001IC04180892A","80917","1400","1400","0.0000","2017-09-15","2018-07-17"
"A","31","18001IC04080837W","90418","809","811","-2","2018-04-13","2018-10-05"
"A","31","19001IC04015932R","240119","1512","1512","0.0000","2019-01-28","2020-01-23"
"A","31","19001IC04158500Z","60919","1998","1998","0.0000","2019-09-11","2021-04-20"
"A","31","20001IC04111282E","200720","541","541","0.0000","2020-07-23","2021-05-06"
"A","31","20001IC04173188R","221020","600","600","0.0000","2020-10-28","2021-07-13"
"A","31","20001IC04192939W","181120","988","988","0.0000","2020-11-24","2021-11-30"
"A","31","21001IC04054806N","190321","1278","1278","0.0000","2021-03-23","2022-04-12"
"A","31","21001IC04161492N","240821","1275","1275","0.0000","2021-08-30","2022-11-28"
"A","31","21001IC04245806P","131221","999","999","0.0000","2021-12-17","2023-03-28"
"A","31","21001IC05014592M","280621","1268","1270","-2","2021-06-30","2023-01-18"
"A","31","22001IC04105136H","160522","1740","1740","0.0000","2022-05-20","2024-03-05"
"A","31","22001IC05023281X","260922","2110","1948","162","2022-09-26","2025-04-23"
"A","31","23001IC04049866C","280323","2000","46","1954","2023-03-30","2025-04-16"
"A","31","23001IC04174792W","181023","1450","41","1409","2023-10-27","2025-02-26"
"A","32","11001IC04199085V","61011","708","737","-29","2011-10-11","2012-03-09"
"A","32","11001IC04236558S","231111","501","501","0.0000","2011-11-29","2012-05-28"
"A","32","13001IC04101121","220513","1000","1002","-2","2013-05-23","2013-09-06"
"A","32","14001IC04026899D","100214","1206","1222","-16","2014-02-10","2014-06-17"
"A","32","14001IC04241965T","20115","1793","1804","-11","2015-01-05","2015-08-18"
"A","32","15091IC04055318B","91015","2014","2014","0.0000","2015-10-14","2016-04-19"
"A","32","16001IC04087468E","80916","1500","1501","-1","2016-09-12","2017-03-07"
"A","32","17001IC04058927D","290317","2990","2991","-1","2017-04-04","2018-03-05"
"A","32","17001IC04180892A","80917","2025","2025","0.0000","2017-09-15","2019-01-11"
"A","32","18001IC04080837W","90418","1464","1466","-2","2018-04-13","2019-07-11"
"A","32","19001IC04015932R","240119","1998","1998","0.0000","2019-01-28","2020-08-04"
"A","32","19001IC04158500Z","60919","2513","2513","0.0000","2019-09-11","2021-05-06"
"A","32","20001IC04111282E","200720","1222","1222","0.0000","2020-07-23","2021-08-25"
"A","32","20001IC04173188R","221020","1000","1001","-1","2020-10-28","2021-12-03"
"A","32","20001IC04192939W","181120","1357","1357","0.0000","2020-11-24","2022-04-13"
"A","32","21001IC04054806N","190321","2075","2075","0.0000","2021-03-23","2023-09-14"
"A","32","21001IC04161492N","240821","2065","2071","-6","2021-08-30","2023-03-22"
"A","32","21001IC04245806P","131221","1514","1514","0.0000","2021-12-17","2023-11-28"
"A","32","21001IC05014592M","280621","2075","2078","-3","2021-06-30","2023-06-07"
"A","32","22001IC04105136H","160522","1766","1766","0.0000","2022-05-20","2024-09-18"
"A","32","22001IC05023281X","260922","1495","1495","0.0000","2022-09-26","2025-04-21"
"A","32","23001IC04049866C","280323","1667","526","1141","2023-03-30","2025-04-28"
"A","32","23001IC04174792W","181023","2469","257","2212","2023-10-27","2024-12-27"
"A","33","11001IC04199085V","61011","610","610","0.0000","2011-10-11","2012-04-17"
"A","33","11001IC04236558S","231111","309","309","0.0000","2011-11-29","2012-05-31"
"A","33","13001IC04101121","220513","809","812","-3","2013-05-23","2013-09-26"
"A","33","14001IC04026899D","100214","1005","1006","-1","2014-02-10","2014-09-12"
"A","33","14001IC04241965T","20115","1507","1507","0.0000","2015-01-05","2015-07-27"
"A","33","15091IC04055318B","91015","1999","1999","0.0000","2015-10-14","2016-06-03"
"A","33","16001IC04087468E","80916","1500","1501","-1","2016-09-12","2017-02-23"
"A","33","17001IC04058927D","290317","1506","1506","0.0000","2017-04-04","2017-11-23"
"A","33","17001IC04180892A","80917","1572","1573","-1","2017-09-15","2018-05-21"
"A","33","18001IC04080837W","90418","1200","1204","-4","2018-04-13","2018-10-04"
"A","33","19001IC04015932R","240119","1997","1998","-1","2019-01-28","2020-01-20"
"A","33","19001IC04158500Z","60919","2000","2000","0.0000","2019-09-11","2020-10-07"
"A","33","20001IC04111282E","200720","1186","1186","0.0000","2020-07-23","2021-03-11"
"A","33","20001IC04173188R","221020","1000","1000","0.0000","2020-10-28","2021-08-24"
"A","33","20001IC04192939W","181120","1358","1358","0.0000","2020-11-24","2021-11-26"
"A","33","21001IC04054806N","190321","2083","2083","0.0000","2021-03-23","2022-08-10"
"A","33","21001IC04161492N","240821","2075","2098","-23","2021-08-30","2023-03-22"
"A","33","21001IC04245806P","131221","1463","1464","-1","2021-12-17","2024-07-26"
"A","33","21001IC05014592M","280621","2065","2065","0.0000","2021-06-30","2024-01-25"
"A","33","22001IC04105136H","160522","1504","1509","-5","2022-05-20","2025-02-03"
"A","33","22001IC05023281X","260922","1513","545","968","2022-09-26","2025-04-28"
"A","33","23001IC04049866C","280323","1667","150","1517","2023-03-30","2025-02-07"
"A","33","23001IC04174792W","181023","2516","130","2386","2023-10-27","2025-02-26"
"A","34","11001IC04199085V","61011","510","511","-1","2011-10-11","2012-01-20"
"A","34","11001IC04236558S","231111","487","487","0.0000","2011-11-29","2012-03-30"
"A","34","13001IC04101121","220513","998","1001","-3","2013-05-23","2013-09-20"
"A","34","14001IC04026899D","100214","1206","1206","0.0000","2014-02-10","2014-05-28"
"A","34","14001IC04241965T","20115","2001","2001","0.0000","2015-01-05","2015-09-21"
"A","34","15091IC04055318B","91015","1998","2000","-2","2015-10-14","2016-05-24"
"A","34","16001IC04087468E","80916","2010","2027","-17","2016-09-12","2017-05-11"
"A","34","17001IC04058927D","290317","1487","1487","0.0000","2017-04-04","2017-10-02"
"A","34","17001IC04180892A","80917","1993","1993","0.0000","2017-09-15","2018-09-26"
"A","34","18001IC04080837W","90418","1200","1202","-2","2018-04-13","2018-10-29"
"A","34","19001IC04015932R","240119","1553","1558","-5","2019-01-28","2019-10-09"
"A","34","19001IC04158500Z","60919","2035","2035","0.0000","2019-09-11","2020-11-04"
"A","34","20001IC04111282E","200720","1219","1219","0.0000","2020-07-23","2021-04-16"
"A","34","20001IC04173188R","221020","1200","1200","0.0000","2020-10-28","2021-12-02"
"A","34","20001IC04192939W","181120","1338","1338","0.0000","2020-11-24","2022-03-29"
"A","34","21001IC04054806N","190321","2075","2075","0.0000","2021-03-23","2023-03-07"
"A","34","21001IC04161492N","240821","2075","2077","-2","2021-08-30","2024-02-07"
"A","34","21001IC04245806P","131221","1451","1423","28","2021-12-17","2025-04-14"
"A","34","21001IC05014592M","280621","2067","971","1096","2021-06-30","2025-04-24"
"A","34","22001IC04105136H","160522","1531","247","1284","2022-05-20","2025-03-31"
"A","34","22001IC05023281X","260922","1500","95","1405","2022-09-26","2025-01-20"
"A","34","23001IC04049866C","280323","1667","54","1613","2023-03-30","2024-11-22"
"A","34","23001IC04174792W","181023","1834","26","1808","2023-10-27","2025-02-26"
"A","35","11001IC04199085V","61011","610","610","0.0000","2011-10-11","2012-05-11"
"A","35","11001IC04236558S","231111","300","301","-1","2011-11-29","2012-09-10"
"A","35","13001IC04101121","220513","807","808","-1","2013-05-23","2013-10-23"
"A","35","14001IC04026899D","100214","1001","1002","-1","2014-02-10","2014-08-01"
"A","35","14001IC04241965T","20115","1500","1501","-1","2015-01-05","2015-12-02"
"A","35","15091IC04055318B","91015","2003","2003","0.0000","2015-10-14","2017-02-17"
"A","35","16001IC04087468E","80916","1504","1505","-1","2016-09-12","2017-11-22"
"A","35","17001IC04058927D","290317","998","998","0.0000","2017-04-04","2018-07-17"
"A","35","17001IC04180892A","80917","1409","1410","-1","2017-09-15","2019-07-18"
"A","35","18001IC04080837W","90418","389","389","0.0000","2018-04-13","2019-11-06"
"A","35","19001IC04015932R","240119","514","514","0.0000","2019-01-28","2020-05-11"
"A","35","19001IC04158500Z","60919","515","515","0.0000","2019-09-11","2020-12-22"
"A","35","20001IC04111282E","200720","664","664","0.0000","2020-07-23","2021-03-16"
"A","35","20001IC04173188R","221020","1200","1201","-1","2020-10-28","2022-03-11"
"A","35","20001IC04192939W","181120","1349","1349","0.0000","2020-11-24","2022-11-22"
"A","35","21001IC04054806N","190321","2075","2075","0.0000","2021-03-23","2024-08-22"
"A","35","21001IC04161492N","240821","2061","829","1232","2021-08-30","2025-04-29"
"A","35","21001IC04245806P","131221","1663","168","1495","2021-12-17","2025-01-07"
"A","35","21001IC05014592M","280621","2075","404","1671","2021-06-30","2025-02-12"
"A","35","22001IC04105136H","160522","1440","48","1392","2022-05-20","2025-03-19"
"A","35","22001IC05023281X","260922","1500","174","1326","2022-09-26","2025-03-31"
"A","35","23001IC04049866C","280323","1667","49","1618","2023-03-30","2025-02-26"
"A","35","23001IC04174792W","181023","1007","458","549","2023-10-27","2025-04-03"
"A","36","11001IC04199085V","61011","696","696","0.0000","2011-10-11","2012-03-29"
"A","36","11001IC04236558S","231111","607","608","-1","2011-11-29","2012-09-12"
"A","36","13001IC04101121","220513","998","999","-1","2013-05-23","2013-10-29"
"A","36","14001IC04026899D","100214","167","168","-1","2014-02-10","2014-04-15"
"A","36","14001IC04241965T","20115","1991","1992","-1","2015-01-05","2016-01-18"
"A","36","15091IC04055318B","91015","2003","2003","0.0000","2015-10-14","2017-02-08"
