"FECHA","DOLAR","DOLARA","DOLARB","DOLARC","DOLARD","DOLARE","USUARIO","FECACT"
"19/05/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-05-19"
"22/05/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-05-22"
"23/05/2017","16.7","16.7","16.7","16.7","16.7","0.0000","      ","2017-05-23"
"24/05/2017","16.6","16.6","16.6","16.6","16.6","0.0000","      ","2017-05-24"
"26/05/2017","16.6","16.6","16.6","16.6","16.6","0.0000","      ","2017-05-26"
"29/05/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-05-29"
"30/05/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-05-30"
"31/05/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-05-31"
"01/06/2017","16.6","16.6","16.6","16.6","16.6","0.0000","      ","2017-06-01"
"02/06/2017","16.6","16.6","16.6","16.6","16.6","0.0000","      ","2017-06-02"
"05/06/2017","16.6","16.6","16.6","16.6","16.6","0.0000","      ","2017-06-05"
"06/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-06"
"07/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-07"
"08/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-08"
"09/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-09"
"12/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-12"
"13/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-13"
"14/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-14"
"15/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-15"
"16/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-16"
"17/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-17"
"19/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-19"
"21/06/2017","16.5","16.5","16.5","16.5","16.5","0.0000","      ","2017-06-21"
"22/06/2017","16.7","16.7","16.7","16.7","16.7","0.0000","      ","2017-06-22"
"23/06/2017","16.7","16.7","16.7","16.7","16.7","0.0000","      ","2017-06-23"
"26/06/2017","16.6","16.6","16.6","16.6","16.6","0.0000","      ","2017-06-26"
"27/06/2017","16.7","16.7","16.7","16.7","16.7","0.0000","      ","2017-06-27"
"28/06/2017","16.7","16.7","16.7","16.7","16.7","0.0000","      ","2017-06-28"
"29/06/2017","16.7","16.7","16.7","16.7","16.7","0.0000","      ","2017-06-29"
"30/06/2017","16.9","16.9","16.9","16.9","16.9","0.0000","      ","2017-06-30"
"03/07/2017","17","17","17","17","17","0.0000","      ","2017-07-03"
"04/07/2017","17.1","17.1","17.1","17.1","17.1","0.0000","      ","2017-07-04"
"05/07/2017","17.3","17.3","17.3","17.3","17.3","0.0000","      ","2017-07-05"
"06/07/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-07-06"
"07/07/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-07-07"
"08/07/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-07-08"
"10/07/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-07-10"
"11/07/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-07-11"
"12/07/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-07-12"
"13/07/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-07-13"
"14/07/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-07-14"
"17/07/2017","17.3","17.3","17.3","17.3","17.3","0.0000","      ","2017-07-17"
"18/07/2017","17.3","17.3","17.3","17.3","17.3","0.0000","      ","2017-07-18"
"19/07/2017","17.6","17.6","17.6","17.6","17.6","0.0000","      ","2017-07-19"
"20/07/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-07-20"
"21/07/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-07-21"
"22/07/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-07-22"
"24/07/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-07-24"
"25/07/2017","17.9","17.9","17.9","17.9","17.9","0.0000","      ","2017-07-25"
"26/07/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-07-26"
"27/07/2017","17.9","17.9","17.9","17.9","17.9","0.0000","      ","2017-07-27"
"28/07/2017","17.95","17.95","17.95","17.95","17.95","0.0000","      ","2017-07-28"
"31/07/2017","18.1","18.1","18.1","18.1","18.1","0.0000","      ","2017-07-31"
"01/08/2017","17.95","17.95","17.95","17.95","17.95","0.0000","      ","2017-08-01"
"02/08/2017","17.8","17.9","17.9","17.9","17.9","0.0000","      ","2017-08-02"
"03/08/2017","17.9","17.9","17.9","17.9","17.9","0.0000","      ","2017-08-03"
"04/08/2017","17.95","17.95","17.95","17.95","17.95","0.0000","      ","2017-08-04"
"07/08/2017","17.95","17.95","17.95","17.95","17.95","0.0000","      ","2017-08-07"
"08/08/2017","17.95","17.95","17.95","17.95","17.95","0.0000","      ","2017-08-08"
"09/08/2017","18","18","18","18","18","0.0000","      ","2017-08-09"
"10/08/2017","18","18","18","18","18","0.0000","      ","2017-08-10"
"11/08/2017","18","18","18","18","18","0.0000","      ","2017-08-11"
"14/08/2017","18","18","18","18","18","0.0000","      ","2017-08-14"
"15/08/2017","17.6","17.6","17.6","17.6","17.6","0.0000","      ","2017-08-15"
"16/08/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-08-16"
"17/08/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-08-17"
"18/08/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-08-18"
"19/08/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-08-19"
"22/08/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-08-22"
"23/08/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-08-23"
"24/08/2017","17.55","17.55","17.55","17.55","17.55","0.0000","      ","2017-08-24"
"25/08/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-08-25"
"26/08/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-08-26"
"28/08/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-08-28"
"29/08/2017","17.55","17.55","17.55","17.55","17.55","0.0000","      ","2017-08-29"
"30/08/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-08-30"
"31/08/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-08-31"
"01/09/2017","17.6","17.6","17.6","17.6","17.6","0.0000","      ","2017-09-01"
"04/09/2017","17.6","17.5","17.5","17.5","17.5","0.0000","      ","2017-09-04"
"05/09/2017","17.6","17.5","17.5","17.5","17.5","0.0000","      ","2017-09-05"
"06/09/2017","17.6","17.6","17.6","17.6","17.6","0.0000","      ","2017-09-06"
"07/09/2017","17.6","17.6","17.6","17.6","17.6","0.0000","      ","2017-09-07"
"08/09/2017","17.6","17.6","17.6","17.6","17.6","0.0000","      ","2017-09-08"
"09/09/2017","17.6","17.6","17.6","17.6","17.6","0.0000","      ","2017-09-09"
"11/09/2017","17.6","17.6","17.6","17.6","17.6","0.0000","      ","2017-09-11"
"12/09/2017","17.6","17.6","17.6","17.6","17.6","0.0000","      ","2017-09-12"
"13/09/2017","17.6","17.6","17.6","17.6","17.6","0.0000","      ","2017-09-13"
"14/09/2017","17.6","17.6","17.6","17.6","17.6","0.0000","      ","2017-09-14"
"15/09/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-09-15"
"18/09/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-09-18"
"19/09/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-09-19"
"20/09/2017","17.35","17.5","17.5","17.5","17.5","0.0000","      ","2017-09-20"
"21/09/2017","17.5","17.5","17.5","17.5","17.5","0.0000","      ","2017-09-21"
"22/09/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-09-22"
"23/09/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-09-23"
"25/09/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-09-25"
"26/09/2017","17.9","17.9","17.9","17.9","17.9","0.0000","      ","2017-09-26"
"27/09/2017","18","18","18","18","18","0.0000","      ","2017-09-27"
"28/09/2017","18","18","18","18","18","0.0000","      ","2017-09-28"
"29/09/2017","17.9","17.9","17.9","17.9","17.9","0.0000","      ","2017-09-29"
"02/10/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-10-02"
"03/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-03"
"04/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-04"
"05/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-05"
"06/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-06"
"09/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-09"
"10/10/2017","17.9","17.9","17.9","17.9","17.9","0.0000","      ","2017-10-10"
"11/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-11"
"12/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-12"
"13/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-13"
"17/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-17"
"18/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-18"
"19/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-19"
"20/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-20"
"23/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-23"
"24/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-24"
"25/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-25"
"26/10/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-10-26"
"27/10/2017","17.95","17.95","17.95","17.95","17.95","0.0000","      ","2017-10-27"
"30/10/2017","17.95","17.95","17.95","17.95","17.95","0.0000","      ","2017-10-30"
"31/10/2017","18","18","18","18","18","0.0000","      ","2017-10-31"
"01/11/2017","17.95","17.95","17.95","17.95","17.95","0.0000","      ","2017-11-01"
"02/11/2017","17.9","17.9","17.9","17.9","17.9","0.0000","      ","2017-11-02"
"03/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-03"
"06/11/2017","17.95","17.95","17.95","17.95","17.95","0.0000","      ","2017-11-06"
"07/11/2017","17.95","17.95","17.95","17.95","17.95","0.0000","      ","2017-11-07"
"08/11/2017","17.95","17.95","17.95","17.95","17.95","0.0000","      ","2017-11-08"
"09/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-09"
"10/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-10"
"11/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-11"
"13/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-13"
"14/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-14"
"15/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-15"
"16/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-16"
"17/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-17"
"18/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-18"
"21/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-21"
"22/11/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-11-22"
"23/11/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-11-23"
"24/11/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-11-24"
"27/11/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-11-27"
"28/11/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-11-28"
"29/11/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-11-29"
"30/11/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-11-30"
"01/12/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-12-01"
"04/12/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-12-04"
"05/12/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-12-05"
"06/12/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-12-06"
"07/12/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-12-07"
"09/12/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-12-09"
"11/12/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-12-11"
"12/12/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-12-12"
"13/12/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-12-13"
"14/12/2017","17.7","17.7","17.7","17.7","17.7","0.0000","      ","2017-12-14"
"15/12/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-12-15"
"18/12/2017","17.8","17.8","17.8","17.8","17.8","0.0000","      ","2017-12-18"
"19/12/2017","17.85","17.85","17.85","17.85","17.85","0.0000","      ","2017-12-19"
"20/12/2017","18","18","18","18","18","0.0000","      ","2017-12-20"
"21/12/2017","18.05","18.05","18.05","18.05","18.05","0.0000","      ","2017-12-21"
"22/12/2017","18.2","18.2","18.2","18.2","18.2","0.0000","      ","2017-12-22"
"26/12/2017","18.5","18.5","18.5","18.5","18.5","0.0000","      ","2017-12-26"
"27/12/2017","18.65","18.65","18.65","18.65","18.65","0.0000","      ","2017-12-27"
"28/12/2017","18.8","18.8","18.8","18.8","18.8","0.0000","      ","2017-12-28"
"29/12/2017","19.6","19.6","19.6","19.6","19.6","0.0000","      ","2017-12-29"
"30/12/2017","19.6","19.6","19.6","19.6","19.6","0.0000","      ","2017-12-30"
"02/01/2018","19","19","19","19","19","0.0000","      ","2018-01-02"
"03/01/2018","18.9","18.9","18.9","18.9","18.9","0.0000","      ","2018-01-03"
"04/01/2018","18.9","18.9","18.9","18.9","18.9","0.0000","      ","2018-01-04"
"05/01/2018","19","19","19","19","19","0.0000","      ","2018-01-05"
"08/01/2018","19.2","19.2","19.2","19.2","19.2","0.0000","      ","2018-01-08"
"09/01/2018","19.5","19.5","19.5","19.5","19.5","0.0000","      ","2018-01-09"
"10/01/2018","19.4","19.4","19.4","19.4","19.4","0.0000","      ","2018-01-10"
"11/01/2018","19","19","19","19","19","0.0000","      ","2018-01-11"
"12/01/2018","19.1","19.1","19.1","19.1","19.1","0.0000","      ","2018-01-12"
"15/01/2018","19.1","19.1","19.1","19.1","19.1","0.0000","      ","2018-01-15"
"16/01/2018","19.1","19.1","19.1","19.1","19.1","0.0000","      ","2018-01-16"
"17/01/2018","19.4","19.4","19.4","19.4","19.4","0.0000","      ","2018-01-17"
"18/01/2018","19.4","19.4","19.4","19.4","19.4","0.0000","      ","2018-01-18"
"19/01/2018","19.4","19.4","19.4","19.4","19.4","0.0000","      ","2018-01-19"
"20/01/2018","19.4","19.4","19.4","19.4","19.4","0.0000","      ","2018-01-20"
"22/01/2018","19.4","19.4","19.4","19.4","19.4","0.0000","      ","2018-01-22"
"23/01/2018","19.5","19.5","19.5","19.5","19.5","0.0000","      ","2018-01-23"
"24/01/2018","19.8","19.8","19.8","19.8","19.8","0.0000","      ","2018-01-24"
"25/01/2018","19.9","19.9","19.9","19.9","19.9","0.0000","      ","2018-01-25"
"26/01/2018","20","20","20","20","20","0.0000","      ","2018-01-26"
"27/01/2018","20","20","20","20","20","0.0000","      ","2018-01-27"
"29/01/2018","20","20","20","20","20","0.0000","      ","2018-01-29"
"30/01/2018","20","20","20","20","20","0.0000","      ","2018-01-30"
"31/01/2018","20","20","20","20","20","0.0000","      ","2018-01-31"
"01/02/2018","20","20","20","20","20","0.0000","      ","2018-02-01"
"02/02/2018","19.85","19.85","19.85","19.85","19.85","0.0000","      ","2018-02-02"
"05/02/2018","19.85","19.85","19.85","19.85","19.85","0.0000","      ","2018-02-05"
"06/02/2018","20","20","20","20","20","0.0000","      ","2018-02-06"
"07/02/2018","20","20","20","20","20","0.0000","      ","2018-02-07"
"08/02/2018","20","20","20","20","20","0.0000","      ","2018-02-08"
"09/02/2018","20.5","20.5","20.5","20.5","20.5","0.0000","      ","2018-02-09"
"14/02/2018","20.5","20.5","20.5","20.5","20.5","0.0000","      ","2018-02-14"
"15/02/2018","20.35","20.35","20.35","20.35","20.35","0.0000","      ","2018-02-15"
"16/02/2018","20.1","20.1","20.1","20.1","20.1","0.0000","      ","2018-02-16"
"17/02/2018","20.1","20.1","20.1","20.1","20.1","0.0000","      ","2018-02-17"
"19/02/2018","20.15","20.15","20.15","20.15","20.15","0.0000","      ","2018-02-19"
"20/02/2018","20.3","20.3","20.3","20.3","20.3","0.0000","      ","2018-02-20"
"21/02/2018","20.3","20.3","20.3","20.3","20.3","0.0000","      ","2018-02-21"
"22/02/2018","20.3","20.3","20.3","20.3","20.3","0.0000","      ","2018-02-22"
"23/02/2018","20.3","20.3","20.3","20.3","20.3","0.0000","      ","2018-02-23"
"26/02/2018","20.4","20.4","20.4","20.4","20.4","0.0000","      ","2018-02-26"
"27/02/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-02-27"
"28/02/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-02-28"
"01/03/2018","20.5","20.5","20.5","20.5","20.5","0.0000","      ","2018-03-01"
"02/03/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-03-02"
"03/03/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-03-03"
"05/03/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-03-05"
"06/03/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-03-06"
"07/03/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-03-07"
"08/03/2018","20.8","20.8","20.8","20.8","20.8","0.0000","      ","2018-03-08"
"09/03/2018","20.8","20.8","20.8","20.8","20.8","0.0000","      ","2018-03-09"
"12/03/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-03-12"
"13/03/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-03-13"
"14/03/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-03-14"
"15/03/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-03-15"
"16/03/2018","20.8","20.8","20.8","20.8","20.8","0.0000","      ","2018-03-16"
"19/03/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-03-19"
"20/03/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-03-20"
"21/03/2018","20.8","20.8","20.8","20.8","20.8","0.0000","      ","2018-03-21"
"22/03/2018","20.8","20.8","20.8","20.8","20.8","0.0000","      ","2018-03-22"
"23/03/2018","20.8","20.8","20.8","20.8","20.8","0.0000","      ","2018-03-23"
"24/03/2018","20.8","20.8","20.8","20.8","20.8","0.0000","      ","2018-03-24"
"26/03/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-03-26"
"27/03/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-03-27"
"28/03/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-03-28"
"29/03/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-03-29"
"03/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-03"
"04/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-04"
"05/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-05"
"06/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-06"
"09/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-09"
"10/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-10"
"11/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-11"
"12/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-12"
"13/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-13"
"16/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-16"
"17/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-17"
"18/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-18"
"19/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-19"
"20/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-20"
"23/04/2018","20.6","20.6","20.6","20.6","20.6","0.0000","      ","2018-04-23"
"24/04/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-04-24"
"25/04/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-04-25"
"26/04/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-04-26"
"27/04/2018","20.7","20.7","20.7","20.7","20.7","0.0000","      ","2018-04-27"
"30/04/2018","21","21","21","21","21","0.0000","      ","2018-04-30"
"02/05/2018","21","21","21","21","21","0.0000","      ","2018-05-02"
"03/05/2018","21.8","21.8","21.8","21.8","21.8","0.0000","      ","2018-05-03"
"04/05/2018","23","23","23","23","23","0.0000","      ","2018-05-04"
"07/05/2018","22.5","22.5","22.5","22.5","22.5","0.0000","      ","2018-05-07"
"08/05/2018","22.5","22.5","22.5","22.5","22.5","0.0000","      ","2018-05-08"
"09/05/2018","23.2","23.2","23.2","23.2","23.2","0.0000","      ","2018-05-09"
"10/05/2018","23.3","23.3","23.3","23.3","23.3","0.0000","      ","2018-05-10"
"11/05/2018","23.3","23.3","23.3","23.3","23.3","0.0000","      ","2018-05-11"
"14/05/2018","25","25","25","25","25","0.0000","      ","2018-05-14"
"15/05/2018","25.3","25.3","25.3","25.3","25.3","0.0000","      ","2018-05-15"
"16/05/2018","24.9","24.9","24.9","24.9","24.9","0.0000","      ","2018-05-16"
"17/05/2018","25","25","25","25","25","0.0000","      ","2018-05-17"
"18/05/2018","25","25","25","25","25","0.0000","      ","2018-05-18"
"21/05/2018","25","25","25","25","25","0.0000","      ","2018-05-21"
"22/05/2018","25.1","25.1","25.1","25.1","25.1","0.0000","      ","2018-05-22"
"23/05/2018","25","25","25","25","25","0.0000","      ","2018-05-23"
"24/05/2018","25","25","25","25","25","0.0000","      ","2018-05-24"
"28/05/2018","25.2","25.2","25.2","25.2","25.2","0.0000","      ","2018-05-28"
"29/05/2018","25.3","25.3","25.3","25.3","25.3","0.0000","      ","2018-05-29"
"30/05/2018","25.5","25.5","25.5","25.5","25.5","0.0000","      ","2018-05-30"
"31/05/2018","25.5","25.5","25.5","25.5","25.5","0.0000","      ","2018-05-31"
"01/06/2018","25.6","25.6","25.6","25.6","25.6","0.0000","      ","2018-06-01"
"04/06/2018","25.6","25.6","25.6","25.6","25.6","0.0000","      ","2018-06-04"
"05/06/2018","25.6","25.6","25.6","25.6","25.6","0.0000","      ","2018-06-05"
"06/06/2018","25.6","25.6","25.6","25.6","25.6","0.0000","      ","2018-06-06"
"07/06/2018","25.6","25.6","25.6","25.6","25.6","0.0000","      ","2018-06-07"
"08/06/2018","25.6","25.6","25.6","25.6","25.6","0.0000","      ","2018-06-08"
"11/06/2018","26.2","26.2","26.2","26.2","26.2","0.0000","      ","2018-06-11"
"12/06/2018","26.7","26.7","26.7","26.7","26.7","0.0000","      ","2018-06-12"
"13/06/2018","26.7","26.7","26.7","26.7","26.7","0.0000","      ","2018-06-13"
"14/06/2018","26.7","26.7","26.7","26.7","26.7","0.0000","      ","2018-06-14"
"15/06/2018","28","28","28","28","28","0.0000","      ","2018-06-15"
"18/06/2018","29","29","29","29","29","0.0000","      ","2018-06-18"
"19/06/2018","28.6","28.6","28.6","28.6","28.6","0.0000","      ","2018-06-19"
"21/06/2018","28.6","28.6","28.6","28.6","28.6","0.0000","      ","2018-06-21"
"22/06/2018","28.3","28.3","28.3","28.3","28.3","0.0000","      ","2018-06-22"
"25/06/2018","27.5","27.5","27.5","27.5","27.5","0.0000","      ","2018-06-25"
"26/06/2018","27.5","27.5","27.5","27.5","27.5","0.0000","      ","2018-06-26"
"27/06/2018","27.8","27.8","27.8","27.8","27.8","0.0000","      ","2018-06-27"
"28/06/2018","28.1","28.1","28.1","28.1","28.1","0.0000","      ","2018-06-28"
"29/06/2018","29.5","29.5","29.5","29.5","29.5","0.0000","      ","2018-06-29"
"02/07/2018","29.5","29.5","29.5","29.5","29.5","0.0000","      ","2018-07-02"
"03/07/2018","29","29","29","29","29","0.0000","      ","2018-07-03"
"04/07/2018","28.5","28.5","28.5","28.5","28.5","0.0000","      ","2018-07-04"
"05/07/2018","28.95","28.95","28.95","28.95","28.95","0.0000","      ","2018-07-05"
"06/07/2018","28.95","28.95","28.95","28.95","28.95","0.0000","      ","2018-07-06"
"10/07/2018","28.95","28.95","28.95","28.95","28.95","0.0000","      ","2018-07-10"
"11/07/2018","28.2","28.2","28.2","28.2","28.2","0.0000","      ","2018-07-11"
"12/07/2018","28.2","28.2","28.2","28.2","28.2","0.0000","      ","2018-07-12"
"13/07/2018","28","28","28","28","28","0.0000","      ","2018-07-13"
"16/07/2018","28","28","28","28","28","0.0000","      ","2018-07-16"
"17/07/2018","28","28","28","28","28","0.0000","      ","2018-07-17"
"18/07/2018","28.2","28.2","28.2","28.2","28.2","0.0000","      ","2018-07-18"
"19/07/2018","28.3","28.3","28.3","28.3","28.3","0.0000","      ","2018-07-19"
"20/07/2018","28.3","28.5","28.5","28.5","28.5","0.0000","      ","2018-07-20"
"23/07/2018","28.4","28.4","28.4","28.4","28.4","0.0000","      ","2018-07-23"
"24/07/2018","28.4","28.4","28.4","28.4","28.4","0.0000","      ","2018-07-24"
"25/07/2018","28.4","28.4","28.4","28.4","28.4","0.0000","      ","2018-07-25"
"26/07/2018","28.2","28.2","28.2","28.2","28.2","0.0000","      ","2018-07-26"
"27/07/2018","28.3","28.3","28.3","28.3","28.3","0.0000","      ","2018-07-27"
"30/07/2018","28.4","28.3","28.3","28.3","28.3","0.0000","      ","2018-07-30"
"31/07/2018","28.3","28.3","28.3","28.3","28.3","0.0000","      ","2018-07-31"
"01/08/2018","28.3","28.3","28.3","28.3","28.3","0.0000","      ","2018-08-01"
"02/08/2018","28.3","28.3","28.3","28.3","28.3","0.0000","      ","2018-08-02"
"03/08/2018","28.3","28.3","28.3","28.3","28.3","0.0000","      ","2018-08-03"
"06/08/2018","28.3","28.3","28.3","28.3","28.3","0.0000","      ","2018-08-06"
"07/08/2018","28.3","28.3","28.3","28.3","28.3","0.0000","      ","2018-08-07"
"08/08/2018","28.3","28.3","28.3","28.3","28.3","0.0000","      ","2018-08-08"
"09/08/2018","28.2","28.2","28.2","28.2","28.2","0.0000","      ","2018-08-09"
"10/08/2018","29.8","29.8","29.8","29.8","29.8","0.0000","      ","2018-08-10"
"13/08/2018","30","30","30","30","30","0.0000","      ","2018-08-13"
"14/08/2018","30.7","30.7","30.7","30.7","30.7","0.0000","      ","2018-08-14"
"15/08/2018","30.5","30.5","30.5","30.5","30.5","0.0000","      ","2018-08-15"
"16/08/2018","30.5","30.5","30.5","30.5","30.5","0.0000","      ","2018-08-16"
